# id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,y
24135,2,4,2,2,5,2,6,6,1,2,5,1
24136,2,6,6,3,6,5,2,3,5,1,2,1
24137,2,4,0,4,1,6,4,1,5,6,2,1
24139,3,1,0,4,5,5,2,1,1,2,5,1
24142,0,6,0,0,5,6,4,2,3,2,0,1
24143,0,0,2,0,4,6,3,3,3,6,0,1
24145,1,6,2,3,4,6,6,2,0,2,0,1
24151,0,1,2,3,5,5,3,1,1,4,0,1
24153,3,1,0,0,6,2,6,1,0,6,1,1
24155,0,6,6,4,5,2,4,2,3,6,5,1
24158,3,4,0,4,6,2,2,1,5,1,0,1
24161,0,4,6,4,6,5,6,2,1,2,0,1
24163,1,0,0,2,6,4,3,1,0,4,5,1
24165,0,0,6,2,1,6,4,1,1,4,1,1
24166,2,6,6,2,4,2,6,3,1,6,5,1
24167,1,1,0,2,5,5,3,6,3,2,0,1
24169,1,1,5,0,1,2,4,2,0,2,5,1
24170,1,1,0,0,1,2,6,1,3,4,1,1
24171,0,4,5,3,4,2,2,1,5,1,5,1
24174,0,6,6,2,4,6,2,2,5,6,1,1
24175,3,1,0,0,1,4,6,1,1,4,0,1
24178,1,4,2,0,1,6,4,2,3,4,5,1
24179,2,6,5,2,1,5,4,1,1,1,5,1
24181,3,1,2,3,1,4,2,6,1,6,1,1
24184,0,1,0,3,1,4,4,6,1,2,5,1
24185,3,4,6,4,5,6,2,6,3,6,0,1
24186,3,0,0,2,1,5,2,6,5,4,5,1
24188,3,0,2,4,6,5,3,2,3,4,1,1
24189,0,0,5,2,4,2,4,3,5,4,2,1
24191,0,0,0,2,5,6,3,2,1,6,5,1
24192,0,1,2,0,4,5,3,6,0,4,5,1
24193,1,1,0,0,6,6,6,3,5,2,5,1
24195,3,1,2,3,5,4,3,6,1,1,5,1
24196,0,0,5,0,4,5,6,1,3,1,1,1
24201,3,4,0,3,1,5,4,2,5,6,0,1
24204,2,1,6,0,6,2,4,6,0,1,1,1
24206,3,1,0,3,1,2,2,1,5,6,2,1
24211,2,1,0,3,5,2,6,2,1,4,2,1
24212,2,6,0,2,5,6,2,2,0,1,1,1
24213,0,4,2,0,5,2,2,3,0,2,5,1
24215,2,6,2,3,4,2,3,1,1,6,5,1
24219,2,0,6,3,4,2,3,1,0,1,2,1
24221,2,6,2,3,5,6,6,3,1,6,5,1
24222,2,0,0,2,1,4,6,3,0,1,5,1
24223,0,6,6,3,6,6,6,3,0,2,2,1
24225,1,6,2,4,1,6,2,1,3,6,1,1
24226,1,1,5,0,6,4,4,6,5,4,5,1
24227,0,4,6,4,4,2,6,6,0,1,2,1
24229,1,6,2,2,4,2,3,1,1,6,1,1
24232,0,1,6,4,6,2,2,1,3,1,5,1
24233,2,1,5,4,6,4,4,2,0,2,5,1
24235,3,4,0,3,4,6,4,6,0,6,2,1
24236,2,4,0,2,1,5,4,1,0,4,5,1
24238,2,6,2,4,4,5,4,6,3,2,5,1
24239,0,0,2,3,1,4,2,2,5,1,5,1
24241,2,6,5,3,5,6,2,3,0,1,1,1
24242,0,0,5,2,5,5,6,1,3,1,0,1
24247,2,1,6,3,1,2,6,1,0,1,2,1
24248,2,4,6,4,4,4,4,3,5,2,2,1
24251,1,4,0,3,6,5,2,2,1,4,2,1
24252,0,1,2,0,4,6,3,1,5,4,5,1
24253,1,1,6,4,1,5,4,1,3,1,1,1
24254,2,0,5,3,5,2,2,2,1,2,2,1
24255,3,6,5,4,6,5,4,6,1,4,1,1
24259,0,6,5,4,4,2,3,2,1,6,2,1
24260,0,6,6,3,6,4,4,3,1,2,2,1
24261,3,4,6,0,4,2,6,1,1,1,0,1
24262,1,6,0,0,5,6,6,2,5,6,1,1
24265,2,0,6,4,6,5,4,6,5,6,1,1
24270,2,4,5,0,1,2,3,1,0,2,5,1
24273,2,6,6,4,4,2,4,1,0,4,1,1
24275,1,6,5,3,1,5,2,6,0,2,0,1
24279,3,6,2,4,4,2,4,2,1,1,2,1
24280,3,0,2,4,4,4,2,1,0,2,1,1
24281,3,4,0,4,1,4,2,1,5,1,5,1
24282,1,0,2,3,6,5,2,1,0,6,5,1
24283,0,6,0,4,5,4,6,1,1,1,5,1
24287,3,4,5,4,5,4,6,1,3,4,5,1
24291,2,0,0,0,4,6,3,1,1,6,2,1
24292,0,4,6,2,4,5,3,6,0,4,2,1
24294,0,4,0,4,5,6,6,3,1,2,5,1
24295,2,4,6,0,6,4,3,2,0,6,5,1
24297,2,1,6,3,4,6,6,1,5,1,5,1
24298,3,0,5,3,4,2,6,6,0,4,5,1
24299,1,1,6,3,6,2,4,2,0,2,0,1
24300,0,4,0,0,4,4,6,6,3,1,0,1
24306,1,4,5,3,6,4,4,1,5,6,0,1
24308,1,1,6,2,6,4,3,3,5,4,2,1
24309,3,6,2,2,4,4,3,2,0,1,2,1
24310,3,0,2,2,4,4,2,3,1,4,0,1
24311,2,6,2,2,4,5,3,1,3,6,0,1
24314,0,1,0,3,4,2,4,1,1,2,1,1
24315,0,1,5,0,1,6,4,6,0,1,1,1
24317,3,4,2,4,6,2,4,2,1,1,2,1
24319,0,4,2,4,5,4,3,3,1,4,2,1
24321,0,0,2,4,6,2,4,1,5,1,5,1
24322,0,6,5,3,6,2,4,2,5,1,2,1
24324,3,4,6,3,4,4,2,2,3,2,5,1
24325,2,4,0,0,6,5,6,1,1,6,5,1
24326,3,0,0,3,6,2,3,1,3,2,5,1
24329,1,0,6,4,5,4,6,2,3,2,5,1
24331,1,6,0,2,5,6,2,1,0,1,2,1
24332,1,0,2,0,6,5,2,2,1,6,5,1
24333,3,0,6,2,5,5,6,3,3,1,2,1
24336,1,0,0,4,1,4,4,3,1,2,0,1
24341,0,6,0,3,4,5,2,6,1,4,0,1
24342,1,1,2,2,6,6,6,3,0,6,2,1
24347,3,6,5,0,4,2,6,1,3,6,2,1
24349,0,4,6,0,6,5,6,6,3,6,0,1
24350,0,4,0,3,1,6,4,1,0,1,2,1
24351,1,4,0,2,5,2,4,3,1,1,2,1
24356,0,6,0,0,4,5,6,2,1,1,5,1
24358,2,0,6,2,5,6,6,2,1,4,2,1
24360,3,6,0,0,4,2,3,3,1,4,2,1
24362,2,0,5,2,5,6,3,3,0,1,0,1
24363,3,1,0,0,6,6,6,1,3,1,2,1
24364,1,1,5,3,1,4,2,1,0,2,5,1
24366,3,0,5,2,1,5,6,1,3,1,0,1
24370,2,0,2,0,4,4,3,2,5,2,0,1
24372,1,6,2,4,4,6,4,3,3,2,5,1
24375,1,4,2,4,6,2,4,3,0,2,0,1
24376,3,0,2,4,6,2,4,1,5,4,1,1
24377,0,4,6,0,1,6,3,6,5,1,2,1
24378,2,4,0,0,6,4,3,2,0,4,0,1
24379,1,1,2,3,1,5,2,3,0,1,0,1
24380,0,6,6,2,6,2,2,3,1,6,1,1
24385,0,1,2,2,6,6,4,3,5,6,2,1
24386,3,1,2,0,4,5,6,2,3,2,5,1
24388,1,6,5,4,4,6,6,1,1,4,1,1
24391,3,0,5,3,1,5,2,6,3,4,1,1
24393,0,6,0,4,5,2,4,2,5,1,2,1
24396,3,4,2,4,6,2,2,2,1,2,1,1
24397,2,6,5,2,1,6,3,3,5,1,0,1
24400,1,0,2,0,4,4,6,3,0,6,2,1
24402,3,6,6,0,5,2,4,6,3,4,5,1
24404,2,1,5,3,6,4,4,1,0,4,0,1
24405,1,1,5,4,6,5,3,2,5,1,1,1
24406,1,0,0,4,5,5,2,3,5,1,1,1
24408,0,6,2,0,5,4,3,2,1,6,1,1
24409,0,6,6,4,4,2,4,6,1,2,2,1
24412,2,1,0,4,5,2,2,1,3,1,5,1
24413,3,1,5,0,4,6,3,2,1,6,2,1
24415,0,6,5,3,6,6,6,1,3,6,2,1
24420,1,6,2,2,6,2,3,3,1,6,2,1
24423,3,0,2,4,6,4,3,2,3,6,1,1
24424,3,4,5,4,1,2,2,3,5,4,0,1
24425,1,0,2,2,5,5,4,6,0,1,0,1
24426,0,0,6,3,4,5,2,1,0,6,5,1
24427,0,1,2,4,4,2,6,2,1,6,0,1
24429,3,6,5,2,5,5,6,1,3,4,2,1
24430,2,6,0,4,1,2,2,1,0,1,5,1
24431,0,6,6,4,6,5,3,2,1,4,0,1
24434,1,4,6,2,4,5,4,2,3,6,1,1
24435,0,0,6,3,1,5,2,3,5,4,2,1
24436,2,0,5,0,6,6,3,6,0,2,1,1
24437,3,6,6,4,6,2,6,1,0,6,0,1
24438,1,4,2,0,5,5,3,6,0,2,1,1
24440,3,1,5,0,6,4,2,2,5,4,0,1
24443,2,4,6,3,5,6,2,1,1,4,2,1
24444,1,0,0,3,4,5,2,6,1,2,2,1
24445,2,4,5,4,6,4,6,3,3,4,5,1
24446,3,4,6,3,6,2,3,2,1,2,5,1
24454,2,6,2,0,4,4,3,6,0,2,1,1
24455,2,6,6,3,5,4,4,1,1,1,5,1
24459,2,4,5,0,1,6,6,2,5,4,1,1
24461,2,6,6,3,1,4,3,1,0,6,5,1
24462,2,0,6,4,1,5,3,2,3,6,2,1
24463,2,4,5,0,1,6,3,1,5,4,0,1
24465,0,6,6,3,1,5,3,3,3,4,2,1
24468,1,0,0,2,1,2,6,3,0,2,5,1
24469,3,1,0,2,4,4,6,3,0,2,1,1
24471,2,1,2,3,6,6,6,1,1,1,1,1
24472,0,1,0,0,6,5,4,1,5,4,5,1
24476,1,6,6,2,4,2,3,1,3,1,0,1
24477,3,0,2,0,6,6,3,3,3,1,2,1
24482,2,4,0,0,1,2,3,6,5,6,2,1
24483,3,4,0,3,5,4,6,2,1,6,2,1
24485,1,1,5,0,5,4,3,2,5,6,0,1
24486,1,4,5,0,1,2,4,6,0,6,1,1
24487,3,6,0,4,4,4,6,2,1,6,5,1
24490,1,1,5,2,4,6,2,6,1,1,0,1
24492,3,6,5,2,5,5,2,2,5,1,1,1
24496,0,1,2,0,1,2,3,3,3,6,0,1
24498,1,6,2,0,4,4,2,2,3,6,5,1
24499,0,0,5,4,1,2,4,2,5,6,0,1
24502,1,1,6,3,6,4,2,6,3,6,2,1
24503,0,1,6,3,4,2,2,1,0,2,2,1
24504,1,6,0,4,1,6,6,2,5,2,1,1
24505,3,4,6,2,1,4,4,1,1,1,2,1
24507,1,1,0,0,5,6,2,3,0,4,0,1
24508,0,1,5,3,5,6,3,2,5,4,2,1
24509,0,0,0,0,1,6,4,3,3,2,5,1
24512,3,4,2,0,6,2,4,3,3,4,0,1
24513,3,4,0,4,5,6,3,1,3,4,0,1
24514,1,0,5,0,6,2,4,3,0,1,0,1
24515,2,1,2,0,4,6,2,2,5,4,1,1
24518,3,1,6,2,5,5,6,2,1,4,2,1
24519,3,4,2,3,5,4,4,6,3,6,2,1
24520,2,1,6,0,6,4,4,2,3,2,2,1
24522,1,0,2,2,1,2,3,3,0,6,0,1
24524,0,6,0,4,4,5,3,1,1,6,5,1
24526,2,0,6,3,6,6,2,3,0,4,0,1
24527,1,6,6,0,6,4,3,6,5,6,2,1
24528,3,6,0,3,6,6,3,1,1,4,2,1
24530,2,6,5,0,4,5,6,3,3,6,5,1
24531,1,4,6,3,6,5,2,2,1,1,1,1
24532,0,1,0,4,6,5,2,6,3,4,2,1
24533,1,0,0,3,5,2,6,6,1,2,2,1
24535,2,0,0,4,1,2,4,1,5,1,0,1
24536,2,0,6,0,4,2,4,3,0,1,1,1
24537,2,1,0,3,5,2,2,1,1,6,5,1
24539,0,1,2,3,5,2,3,3,0,1,5,1
24543,1,6,5,0,4,6,2,2,5,1,0,1
24548,0,1,6,4,5,4,3,3,3,1,2,1
24549,0,6,5,4,1,6,4,3,5,4,1,1
24557,1,0,2,3,6,5,6,3,0,1,5,1
24558,0,4,6,2,1,4,6,6,3,1,0,1
24559,3,0,6,2,4,2,2,2,1,2,0,1
24563,1,6,0,3,4,2,4,2,3,4,2,1
24564,0,1,0,2,1,4,2,2,3,4,0,1
24566,1,1,0,3,1,5,6,6,0,2,0,1
24567,0,1,6,2,6,4,6,6,1,6,0,1
24568,3,0,5,3,1,4,2,6,5,1,5,1
24569,2,6,5,2,6,5,3,1,0,1,1,1
24572,3,4,0,3,5,6,3,1,0,1,2,1
24573,3,1,0,2,1,6,3,1,1,6,0,1
24574,0,0,2,3,4,5,4,2,5,4,2,1
24579,2,4,6,4,6,4,2,1,0,1,5,1
24582,0,6,6,4,5,5,2,6,5,2,2,1
24583,3,1,5,4,4,5,4,1,3,2,1,1
24586,2,1,0,3,5,5,6,1,5,1,0,1
24587,1,0,6,2,6,5,2,6,5,2,0,1
24589,2,1,0,2,6,6,2,2,0,6,0,1
24590,2,6,5,4,5,6,3,6,5,6,5,1
24597,2,1,2,2,5,2,3,2,1,4,2,1
24600,3,1,5,2,1,6,4,3,1,2,1,1
24601,1,4,6,3,6,6,4,2,5,6,1,1
24606,2,4,5,2,6,5,4,1,5,1,2,1
24607,3,1,0,4,6,4,4,3,5,6,1,1
24608,1,1,0,3,4,6,3,3,1,2,0,1
24612,0,6,5,0,1,6,3,2,0,2,0,1
24616,0,1,6,2,5,6,2,1,5,6,2,1
24618,1,4,0,0,6,4,6,2,5,6,5,1
24622,3,4,0,2,4,4,3,2,1,1,2,1
24623,0,4,5,4,1,5,3,2,3,1,0,1
24624,0,1,0,4,4,2,4,3,1,2,1,1
24625,2,0,5,2,6,2,3,2,0,4,0,1
24626,3,1,6,2,5,4,6,1,5,4,1,1
24629,3,0,5,4,5,6,6,6,0,2,2,1
24631,0,6,6,2,6,5,2,3,1,1,2,1
24637,0,4,0,3,4,4,3,6,3,4,2,1
24638,3,0,5,2,6,4,2,3,5,2,1,1
24639,2,1,5,4,4,6,3,2,3,2,5,1
24641,1,4,5,4,5,4,3,6,0,4,0,1
24646,3,6,6,0,6,5,2,6,3,1,1,1
24650,2,6,5,3,5,2,6,2,1,4,1,1
24653,1,6,6,4,1,5,3,1,1,6,5,1
24654,1,4,6,3,1,2,6,2,3,4,1,1
24655,3,6,2,4,5,5,6,6,5,4,1,1
24657,3,6,2,4,4,5,4,1,3,1,2,1
24660,0,4,2,0,1,4,6,1,1,1,5,1
24664,1,6,5,0,6,2,6,6,0,4,0,1
24665,2,1,2,2,4,4,6,3,5,4,1,1
24667,1,0,5,0,4,6,6,1,1,6,2,1
24675,2,4,5,2,4,2,2,6,3,4,0,1
24676,0,1,6,4,5,4,4,1,1,4,5,1
24681,0,1,2,2,1,4,4,3,0,6,0,1
24686,3,0,0,3,4,2,3,1,3,4,5,1
24689,0,0,6,3,6,5,6,2,0,4,0,1
24692,1,4,6,2,4,6,4,2,1,6,2,1
24693,0,6,0,2,5,6,4,3,3,6,1,1
24694,2,6,6,0,5,6,4,6,1,1,0,1
24695,3,4,0,2,4,6,6,6,1,6,0,1
24697,2,0,5,3,1,4,3,1,5,4,0,1
24700,2,6,5,2,5,2,2,1,0,1,5,1
24703,2,6,2,0,1,5,2,6,3,2,2,1
24705,3,6,2,2,1,4,4,6,3,2,2,1
24706,2,0,0,2,6,2,6,2,3,4,1,1
24708,3,6,5,4,4,4,2,1,3,1,0,1
24709,0,4,5,0,5,6,3,2,5,1,2,1
24711,3,0,6,4,1,2,2,1,0,1,0,1
24712,0,4,5,0,4,2,2,2,5,4,2,1
24713,2,4,2,0,6,5,3,2,0,4,2,1
24714,0,6,6,2,6,5,4,3,0,2,1,1
24716,2,0,0,3,1,4,6,6,1,2,0,1
24717,0,0,6,3,5,6,3,2,3,2,5,1
24718,0,0,6,0,5,4,4,1,5,2,5,1
24719,1,0,2,2,6,6,2,1,5,4,5,1
24724,3,0,6,3,1,5,4,2,0,2,1,1
24726,0,0,2,2,4,4,4,6,3,4,0,1
24727,1,4,6,3,4,4,6,2,1,1,2,1
24729,3,6,6,2,1,5,6,1,3,6,2,1
24731,3,6,5,3,4,4,3,6,3,6,5,1
24733,2,0,6,4,1,5,6,6,3,4,1,1
24734,3,1,0,3,1,5,3,2,0,2,5,1
24735,0,0,5,3,5,2,4,2,0,1,2,1
24741,3,6,2,4,5,4,4,3,1,6,1,1
24746,3,1,2,0,5,5,6,3,0,1,5,1
24749,1,4,0,0,5,6,2,6,5,2,0,1
24750,3,6,5,0,5,2,3,6,5,1,5,1
24753,2,6,2,2,4,6,4,6,0,1,0,1
24754,0,6,5,3,6,2,3,1,3,4,1,1
24755,2,0,6,3,5,5,4,2,5,2,2,1
24757,0,0,6,3,6,4,4,1,5,6,2,1
24758,3,4,6,2,1,5,4,2,5,6,0,1
24759,0,6,2,2,5,4,6,1,1,4,0,1
24762,2,0,2,4,4,2,4,6,5,4,2,1
24763,2,6,0,2,6,6,4,6,1,2,0,1
24764,3,4,2,2,1,6,6,6,3,6,0,1
24765,2,4,6,3,5,4,4,1,5,6,5,1
24767,2,6,2,2,5,2,6,1,5,6,2,1
24768,1,1,5,4,5,4,4,1,1,4,0,1
24770,1,1,5,2,5,4,3,3,5,6,1,1
24771,0,1,2,0,6,2,4,1,3,4,1,1
24772,1,4,6,2,5,6,6,3,0,2,1,1
24775,2,0,6,2,6,4,6,1,0,4,5,1
24777,1,4,6,2,5,5,2,3,5,1,0,1
24781,2,0,0,0,1,5,2,2,5,4,1,1
24782,1,4,0,3,4,5,2,3,0,6,1,1
24783,0,1,6,2,5,6,6,2,0,2,0,1
24787,0,4,5,4,5,6,4,1,5,6,1,1
24790,3,4,6,3,4,5,6,6,3,1,0,1
24793,3,6,5,4,6,4,6,6,5,1,0,1
24794,1,4,2,4,5,5,2,6,0,1,0,1
24795,0,0,6,0,4,6,3,1,3,6,5,1
24796,0,4,0,2,1,5,6,3,1,4,1,1
24797,2,4,5,0,5,2,6,2,3,2,1,1
24798,3,4,2,2,6,4,3,6,3,4,0,1
24801,1,1,2,0,5,4,3,1,1,4,2,1
24802,0,4,2,3,1,2,6,6,0,2,1,1
24807,2,6,6,2,1,6,2,3,3,6,1,1
24811,2,6,6,0,6,6,2,6,3,4,0,1
24812,3,4,5,3,4,5,6,2,0,2,5,1
24813,0,0,6,2,1,4,6,2,3,1,2,1
24816,1,1,0,3,5,4,6,3,0,4,0,1
24817,0,4,5,0,1,2,3,1,1,4,1,1
24819,0,4,6,2,5,4,2,2,3,6,0,1
24820,1,0,2,2,4,5,4,3,3,4,1,1
24821,3,1,0,3,4,4,3,1,5,1,1,1
24822,1,4,6,4,6,2,6,1,5,2,1,1
24823,3,6,6,2,4,6,2,1,1,6,2,1
24829,1,1,2,2,5,2,6,2,1,1,1,1
24831,3,1,5,4,6,6,6,3,1,6,1,1
24834,0,0,5,4,6,6,6,6,5,1,1,1
24836,2,0,5,2,1,2,2,2,0,2,0,1
24837,2,1,2,3,5,2,4,2,3,1,1,1
24838,2,1,5,3,6,4,6,3,1,6,5,1
24839,2,4,2,2,1,6,2,1,1,1,5,1
24840,2,1,6,4,6,5,3,2,0,2,2,1
24842,1,1,6,4,4,4,2,6,1,6,0,1
24845,2,1,0,4,5,6,6,2,1,4,0,1
24846,2,4,2,2,1,2,2,3,5,1,2,1
24848,3,4,6,0,6,6,6,3,0,2,2,1
24855,2,1,0,3,4,2,6,3,0,4,2,1
24857,1,4,5,4,6,2,2,1,1,6,0,1
24859,2,6,5,0,4,5,4,6,3,2,0,1
24860,2,0,6,4,6,2,2,6,0,1,1,1
24861,3,0,2,0,1,4,3,2,5,6,1,1
24863,1,4,0,0,4,6,6,6,1,2,5,1
24864,0,1,0,2,4,6,6,2,3,6,1,1
24865,3,4,0,4,6,6,3,2,5,4,5,1
24867,2,1,6,2,6,2,2,2,0,4,1,1
24868,1,1,0,4,5,6,6,1,0,2,2,1
24871,0,6,0,4,5,4,3,1,1,1,5,1
24874,2,1,5,3,5,6,3,3,3,6,2,1
24876,1,4,0,4,6,5,4,1,0,1,2,1
24880,2,1,2,2,6,2,6,6,1,6,0,1
24882,3,6,0,4,5,6,2,6,1,2,0,1
24885,0,6,2,3,4,5,3,6,1,2,1,1
24889,3,4,2,2,5,2,4,1,3,1,0,1
24890,2,4,6,0,5,5,4,3,0,4,2,1
24894,2,1,2,4,4,4,2,6,1,1,1,1
24895,3,4,5,0,4,2,2,3,0,4,1,1
24896,0,0,0,0,4,4,6,2,3,1,2,1
24898,0,0,2,2,6,4,3,6,1,1,1,1
24900,1,0,5,3,4,6,6,1,5,1,5,1
24901,1,1,2,2,6,4,4,1,1,4,2,1
24905,2,6,0,2,6,5,4,3,0,4,1,1
24908,1,6,6,0,1,4,4,1,1,1,5,1
24910,3,1,0,3,4,6,6,2,5,1,1,1
24912,3,6,2,3,5,5,2,1,1,6,2,1
24915,0,0,2,0,4,2,3,3,0,4,2,1
24916,0,1,5,0,4,2,3,1,0,4,0,1
24918,3,1,2,3,4,5,4,2,3,6,0,1
24919,0,4,5,4,5,2,6,6,3,2,2,1
24922,2,1,0,2,4,4,6,2,5,2,5,1
24924,3,0,6,2,1,5,2,3,5,1,5,1
24925,1,4,6,0,6,5,2,6,1,4,1,1
24926,0,6,2,2,1,2,3,1,3,1,0,1
24927,2,1,6,4,6,5,4,2,0,1,5,1
24928,0,6,0,4,4,5,2,6,3,1,2,1
24929,1,0,2,4,5,2,4,1,0,6,1,1
24930,1,4,0,3,5,4,2,6,1,1,0,1
24931,3,0,5,0,5,5,6,2,5,2,5,1
24932,3,4,5,3,4,2,6,3,5,4,5,1
24936,0,1,6,4,1,5,2,3,1,4,2,1
24940,1,6,5,3,1,4,2,1,1,4,0,1
24942,3,0,0,3,6,6,4,2,5,1,1,1
24946,0,4,0,4,6,6,3,2,3,6,1,1
24948,2,1,6,2,4,4,4,1,1,2,0,1
24950,0,1,5,0,6,2,4,6,1,1,2,1
24952,2,4,6,0,4,2,4,6,5,2,5,1
24956,0,4,5,3,1,5,3,3,1,6,5,1
24958,0,1,5,2,4,6,6,1,3,6,0,1
24959,0,6,5,4,5,6,3,3,5,6,0,1
24960,3,1,2,4,1,2,3,2,0,6,0,1
24961,1,6,6,4,4,4,3,3,0,6,2,1
24964,0,0,6,3,1,2,3,1,3,6,5,1
24965,3,6,5,3,1,5,6,2,0,4,2,1
24967,2,6,0,4,4,5,2,2,5,4,5,1
24969,2,1,2,3,1,4,6,1,5,6,0,1
24970,2,0,6,4,1,4,6,1,5,6,0,1
24971,3,6,2,4,4,4,4,2,1,2,0,1
24973,3,6,0,3,5,4,4,1,5,1,0,1
24974,2,6,0,4,6,6,2,3,1,4,2,1
24979,0,1,0,2,5,6,2,3,1,4,0,1
24980,1,4,0,3,1,6,6,1,5,2,2,1
24983,2,4,5,4,4,2,6,1,3,1,5,1
24984,2,4,2,0,5,2,6,2,1,4,0,1
24985,0,6,0,0,6,5,4,1,1,6,0,1
24987,3,1,2,4,1,5,2,6,3,1,0,1
24994,3,1,2,2,6,5,3,2,5,1,0,1
24996,3,0,2,0,1,2,6,2,5,6,1,1
24997,0,4,6,2,5,4,2,3,0,4,2,1
25002,3,6,2,3,5,6,3,6,1,1,1,1
25004,0,4,6,3,5,4,3,1,3,1,1,1
25005,2,4,2,2,1,4,4,3,3,1,2,1
25006,1,6,2,3,5,2,2,1,1,6,1,1
25012,3,6,0,3,5,6,6,3,3,6,1,1
25015,1,4,6,3,5,5,2,1,5,6,0,1
25017,3,4,5,4,5,2,2,3,3,4,0,1
25020,1,1,5,4,6,4,4,1,1,6,2,1
25021,1,6,5,2,5,4,6,2,0,6,5,1
25022,0,0,6,2,5,6,2,2,0,2,0,1
25024,2,1,0,4,1,5,6,1,5,1,5,1
25028,1,0,2,0,4,2,6,6,1,1,1,1
25029,2,4,5,0,5,6,4,1,5,6,5,1
25034,1,1,5,0,4,2,4,3,0,4,5,1
25036,0,0,2,3,1,6,2,6,0,1,0,1
25037,2,6,2,4,1,4,4,2,0,1,0,1
25038,2,6,2,2,5,5,2,6,3,1,5,1
25041,1,4,2,0,4,4,3,6,3,2,1,1
25045,3,4,5,2,6,5,6,3,1,4,0,1
25047,0,0,5,3,5,2,2,3,1,6,2,1
25048,0,6,0,4,4,5,6,2,1,4,5,1
25049,1,4,0,0,6,6,6,2,3,1,0,1
25051,3,0,0,0,6,5,2,2,1,1,2,1
25052,3,4,2,2,1,2,2,2,3,6,0,1
25053,2,6,6,2,4,4,3,1,5,6,1,1
25056,1,1,2,4,4,4,3,1,1,1,1,1
25059,2,0,6,4,1,2,6,2,5,2,2,1
25061,3,4,2,2,4,5,2,2,3,1,1,1
25063,0,0,6,3,1,2,6,1,1,4,2,1
25066,1,1,5,4,4,5,2,2,0,6,5,1
25067,0,4,0,3,5,6,2,3,1,1,2,1
25072,0,1,0,4,4,6,4,3,5,6,2,1
25074,2,0,2,3,4,5,4,2,1,1,0,1
25076,0,6,2,0,5,5,3,1,1,6,2,1
25080,1,6,0,4,1,6,3,6,3,4,0,1
25081,3,0,0,0,4,6,3,2,3,4,2,1
25082,2,0,6,0,1,5,6,2,3,6,5,1
25084,3,4,6,0,5,2,4,3,0,6,0,1
25085,3,6,6,3,1,6,2,1,3,2,1,1
25087,2,1,0,4,6,2,3,1,0,6,5,1
25088,1,4,2,0,5,5,6,1,5,4,0,1
25089,1,6,2,4,5,5,6,3,3,1,2,1
25091,1,1,0,3,4,5,6,3,1,1,5,1
25093,3,1,5,4,4,2,6,3,0,4,2,1
25095,3,0,2,0,5,5,6,3,3,6,5,1
25096,3,6,0,2,1,4,6,3,3,4,5,1
25097,3,6,0,3,5,2,4,2,0,1,2,1
25098,0,6,6,4,1,6,4,2,5,4,2,1
25099,0,0,2,3,1,5,2,1,0,2,0,1
25100,2,0,6,3,1,6,3,6,3,2,2,1
25109,1,6,0,2,6,2,2,3,1,2,0,1
25110,0,0,0,0,4,5,4,3,3,1,5,1
25114,1,4,0,2,4,6,4,2,1,4,0,1
25115,0,6,5,0,5,4,4,6,5,1,5,1
25116,3,6,6,2,5,5,2,3,3,2,5,1
25119,0,4,2,2,5,5,6,2,5,6,0,1
25120,1,1,0,4,1,2,2,2,3,2,5,1
25124,2,6,0,2,1,5,4,6,1,1,1,1
25125,3,0,6,4,4,6,6,2,3,2,2,1
25129,2,1,6,2,4,4,3,1,3,2,2,1
25130,3,4,6,0,4,6,6,2,0,2,0,1
25138,0,6,2,4,4,4,2,6,5,2,5,1
25139,1,0,0,2,5,4,3,3,5,2,2,1
25140,0,0,2,2,5,6,6,6,0,1,5,1
25141,0,0,0,2,4,5,4,6,1,1,2,1
25144,2,6,2,3,6,2,2,1,1,4,5,1
25147,1,6,0,3,1,4,6,3,1,1,0,1
25153,1,1,0,4,6,4,6,3,0,1,0,1
25155,0,0,2,2,5,5,3,6,5,4,1,1
25156,2,0,2,0,5,4,3,1,3,2,5,1
25157,0,0,5,3,6,5,3,6,5,2,5,1
25158,1,1,2,2,6,5,2,1,0,2,5,1
25160,0,6,5,3,1,5,4,1,1,6,0,1
25161,0,6,6,4,1,6,6,3,0,2,0,1
25164,2,6,5,4,5,4,4,3,3,4,1,1
25166,2,6,5,3,4,4,3,6,0,6,5,1
25167,3,4,2,3,6,5,4,2,1,4,2,1
25170,3,4,6,3,6,4,2,6,1,2,2,1
25171,3,4,2,0,1,5,6,6,1,2,1,1
25173,1,4,0,4,6,2,4,1,0,4,1,1
25178,0,0,2,3,1,5,3,1,5,4,1,1
25181,3,0,2,4,6,5,6,3,1,4,0,1
25183,3,6,6,3,6,5,3,3,3,1,2,1
25185,3,1,6,0,5,2,4,2,3,6,1,1
25187,3,6,5,3,4,6,6,3,3,4,0,1
25190,2,1,2,2,1,2,6,3,5,1,0,1
25193,3,1,5,4,6,5,4,2,3,2,5,1
25195,3,0,0,4,1,6,4,1,5,4,2,1
25197,0,0,5,0,4,2,4,1,1,2,1,1
25203,2,1,0,0,4,6,2,6,0,2,5,1
25205,2,1,2,3,6,2,2,3,1,6,5,1
25206,2,6,0,2,5,6,6,6,5,6,1,1
