# id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,y
13229,1,6,0,5,4,6,1,1,2,0,4,0
13230,4,2,4,6,6,3,2,3,4,0,5,0
13231,0,0,3,5,5,2,1,1,4,5,5,0
13232,1,0,2,4,4,3,3,1,6,0,5,0
13233,4,6,3,1,4,6,2,0,2,0,4,0
13234,2,4,5,4,6,2,6,1,0,4,1,1
13235,4,6,3,5,6,4,6,3,1,1,1,0
13236,6,2,3,5,2,3,6,3,6,5,1,0
13237,4,2,3,6,4,2,1,3,1,5,4,0
13238,3,6,5,0,5,6,2,1,3,1,2,1
13239,0,0,5,4,6,6,4,1,3,1,0,1
13240,6,5,3,6,4,6,2,5,1,1,2,0
13241,1,6,5,3,5,6,3,1,1,6,5,1
13242,0,0,2,2,1,2,2,6,1,6,1,1
13243,2,1,5,2,4,2,6,2,3,6,1,1
13244,1,4,2,0,4,6,6,2,3,6,0,1
13245,2,0,5,3,4,4,2,3,5,1,0,1
13246,1,1,6,4,6,6,3,6,5,1,2,1
13247,0,6,4,6,5,6,6,3,2,0,4,0
13248,6,2,2,1,5,4,3,5,6,0,2,0
13249,0,0,0,0,1,6,3,1,5,1,1,1
13250,1,2,3,5,2,6,6,3,6,5,2,0
13251,3,4,5,2,1,5,2,6,0,6,2,1
13252,3,1,2,3,1,2,6,1,3,4,0,1
13253,6,5,0,1,6,4,6,1,4,5,2,0
13254,0,2,4,5,5,6,2,1,6,1,1,0
13255,0,6,3,5,5,4,1,3,4,5,2,0
13256,1,0,2,5,2,3,2,3,1,0,5,0
13257,3,0,5,3,5,2,4,6,0,4,2,1
13258,0,4,0,2,6,2,3,3,3,6,2,1
13259,2,6,5,0,4,2,3,2,1,1,2,1
13260,3,6,2,3,4,4,4,6,3,1,2,1
13261,2,1,2,0,4,5,4,6,3,1,1,1
13262,2,1,0,0,1,6,3,6,5,6,1,1
13263,0,1,5,2,5,5,2,2,0,1,5,1
13264,0,0,3,1,2,4,1,1,1,0,1,0
13265,1,2,0,1,4,4,3,1,1,2,5,0
13266,4,6,0,5,2,6,1,0,4,5,4,0
13267,3,4,6,2,4,5,2,6,5,1,0,1
13268,1,0,6,4,1,4,6,3,3,2,5,1
13269,3,1,6,3,6,2,3,6,1,6,1,1
13270,0,0,2,6,6,6,6,0,2,0,5,0
13271,2,4,0,2,4,2,4,3,1,1,1,1
13272,4,6,0,5,6,6,1,5,4,1,1,0
13273,0,1,2,2,6,6,3,6,5,1,2,1
13274,1,0,4,4,5,2,2,5,2,2,4,0
13275,3,6,5,2,6,6,6,2,5,4,2,1
13276,1,1,5,0,5,2,2,3,5,4,2,1
13277,3,4,6,4,5,6,3,3,3,1,2,1
13278,6,0,3,6,6,2,3,3,4,0,5,0
13279,1,6,2,6,5,2,2,0,2,5,2,0
13280,1,2,3,4,6,3,2,1,6,5,1,0
13281,6,5,3,4,4,6,1,3,6,0,1,0
13282,0,6,2,4,4,2,3,1,1,4,5,1
13283,0,2,4,1,4,6,2,3,1,2,4,0
13284,0,5,2,5,5,2,6,1,6,2,4,0
13285,6,0,3,4,2,2,3,0,4,5,4,0
13286,1,1,5,4,4,6,6,3,3,2,5,1
13287,1,2,0,5,6,4,2,1,2,2,2,0
13288,1,6,2,5,4,3,1,1,1,0,4,0
13289,0,1,6,0,4,5,2,6,0,2,1,1
13290,2,0,6,0,1,2,2,1,5,2,1,1
13291,1,5,4,5,5,2,6,1,4,1,1,0
13292,1,0,0,4,4,6,3,3,4,0,2,0
13293,0,5,0,4,5,6,1,3,2,1,4,0
13294,4,2,2,5,2,6,1,5,1,1,5,0
13295,2,4,5,0,4,6,4,6,3,6,2,1
13296,0,6,0,4,2,3,1,3,6,5,2,0
13297,2,1,5,4,5,4,2,2,5,2,1,1
13298,0,6,4,4,4,3,3,1,2,5,5,0
13299,6,2,3,4,5,6,3,3,1,1,4,0
13300,0,0,6,2,4,4,2,6,1,1,2,1
13301,2,6,6,3,1,5,3,2,5,6,5,1
13302,6,5,2,1,6,3,3,3,1,2,1,0
13303,0,4,5,0,1,2,2,2,1,4,5,1
13304,6,6,4,6,5,4,2,3,1,2,2,0
13305,1,0,5,0,4,6,3,6,5,2,1,1
13306,0,0,3,4,5,3,6,1,1,2,2,0
13307,6,5,0,4,6,6,2,3,4,2,5,0
13308,1,0,0,0,6,2,4,2,1,4,5,1
13309,6,5,0,1,4,2,3,3,1,1,4,0
13310,2,1,6,0,1,5,3,2,3,6,2,1
13311,2,6,6,2,5,4,2,6,3,2,1,1
13312,1,6,0,2,4,2,6,3,5,2,2,1
13313,6,2,3,1,6,2,1,5,6,0,5,0
13314,2,0,0,2,1,2,2,3,1,4,2,1
13315,4,0,0,6,6,3,1,3,4,2,1,0
13316,1,0,6,2,6,2,2,2,1,4,1,1
13317,0,4,2,4,5,2,6,1,5,4,5,1
13318,0,6,4,5,2,4,3,3,2,1,1,0
13319,4,6,0,6,6,2,3,1,6,5,4,0
13320,0,6,2,1,5,6,2,3,6,1,2,0
13321,1,0,4,4,4,3,3,0,4,5,1,0
13322,2,1,0,4,5,4,3,3,3,2,1,1
13323,1,5,4,5,4,3,6,3,6,2,5,0
13324,0,0,5,3,4,5,2,1,3,4,2,1
13325,2,0,2,3,6,2,2,3,1,1,2,1
13326,0,0,3,6,6,2,3,0,4,0,2,0
13327,1,5,0,1,2,3,6,5,1,1,5,0
13328,1,6,5,2,6,2,3,3,1,4,1,1
13329,2,1,0,4,5,6,3,2,1,1,2,1
13330,2,0,5,2,6,6,4,3,1,6,2,1
13331,0,5,2,4,4,3,6,0,2,5,5,0
13332,0,0,5,0,1,4,3,2,1,4,5,1
13333,6,6,3,1,4,4,1,5,4,5,1,0
13334,3,1,6,4,1,4,3,2,1,6,5,1
13335,6,0,2,4,6,3,6,1,1,2,2,0
13336,3,4,5,3,5,4,3,2,0,4,2,1
13337,6,5,3,4,5,6,1,3,4,0,5,0
13338,6,0,3,5,6,6,6,5,2,1,1,0
13339,3,1,0,0,1,5,6,2,5,1,1,1
13340,0,0,4,5,2,6,3,3,4,1,1,0
13341,1,1,5,4,6,2,3,3,1,1,1,1
13342,1,6,5,3,6,5,2,2,5,4,0,1
13343,0,6,4,6,4,3,1,1,1,0,1,0
13344,0,1,6,0,5,6,6,1,5,1,2,1
13345,1,1,0,2,1,2,2,6,5,1,1,1
13346,0,0,0,6,4,4,1,1,6,1,1,0
13347,1,5,4,6,4,2,6,3,2,0,1,0
13348,4,2,0,1,2,2,2,5,2,0,2,0
13349,2,4,6,0,5,4,2,3,3,2,2,1
13350,6,6,0,1,5,4,6,1,1,5,1,0
13351,2,4,5,0,6,6,2,3,0,2,1,1
13352,1,6,6,3,5,2,3,2,3,4,2,1
13353,3,6,2,3,5,2,3,1,5,1,2,1
13354,1,5,4,5,2,6,3,3,6,0,5,0
13355,3,1,0,0,6,5,3,3,1,4,1,1
13356,6,2,3,6,5,3,1,3,2,1,4,0
13357,3,4,2,0,4,2,3,6,0,4,1,1
13358,4,5,4,6,4,6,1,5,4,1,4,0
13359,0,5,0,1,5,3,2,0,2,0,1,0
13360,2,1,6,0,1,6,2,1,0,4,2,1
13361,1,5,4,1,6,6,1,3,4,0,5,0
13362,2,6,6,0,6,6,2,3,1,4,2,1
13363,1,2,4,4,5,2,2,1,6,5,4,0
13364,2,4,6,4,4,4,3,3,1,6,1,1
13365,2,1,2,2,5,4,4,1,0,4,2,1
13366,4,0,0,4,5,2,1,0,1,0,5,0
13367,0,0,4,4,4,2,3,1,6,1,1,0
13368,2,1,0,0,1,4,6,3,1,4,1,1
13369,0,5,0,5,4,4,3,1,4,0,4,0
13370,1,1,6,2,1,5,3,2,5,2,5,1
13371,0,1,5,0,1,5,4,2,5,1,2,1
13372,1,2,2,6,2,2,1,3,6,2,2,0
13373,0,0,2,3,1,2,2,2,5,6,0,1
13374,6,6,2,6,5,2,3,5,6,0,5,0
13375,1,4,6,3,5,2,6,6,3,1,0,1
13376,0,0,2,4,6,5,4,6,3,4,1,1
13377,2,4,5,4,4,2,6,1,3,6,5,1
13378,2,4,2,3,4,2,4,3,1,1,1,1
13379,1,4,2,4,1,5,6,2,5,2,1,1
13380,0,4,2,0,1,5,3,3,1,6,0,1
13381,2,4,2,3,6,4,4,1,0,1,1,1
13382,3,1,0,3,5,2,3,3,1,4,2,1
13383,0,2,0,6,4,2,1,3,1,2,4,0
13384,3,4,2,3,6,2,3,1,0,2,1,1
13385,2,0,0,0,1,4,4,6,5,6,1,1
13386,4,6,2,5,5,4,1,1,2,1,2,0
13387,1,4,2,0,5,4,6,6,0,2,5,1
13388,2,6,6,4,5,4,4,3,1,4,1,1
13389,1,5,2,1,5,2,3,5,6,0,5,0
13390,0,2,0,4,2,4,1,0,2,5,1,0
13391,3,6,5,2,1,4,3,2,0,1,2,1
13392,0,6,0,6,2,4,6,0,6,2,1,0
13393,6,5,2,1,4,6,1,0,2,5,1,0
13394,0,6,0,2,4,4,3,2,1,1,5,1
13395,0,4,5,0,4,4,3,1,1,1,1,1
13396,1,6,2,1,5,6,1,5,1,0,2,0
13397,2,6,0,0,1,6,4,3,3,6,5,1
13398,1,0,0,4,1,4,6,3,5,6,2,1
13399,1,6,3,4,6,6,3,5,1,2,1,0
13400,1,6,4,6,4,3,2,3,6,0,4,0
13401,1,1,5,0,5,4,3,2,1,6,0,1
13402,0,0,3,1,2,6,3,5,2,2,5,0
13403,0,1,0,0,4,2,6,3,5,2,1,1
13404,1,6,5,2,6,5,6,1,3,2,2,1
13405,6,6,4,5,2,4,3,1,4,2,1,0
13406,1,2,0,1,5,6,2,3,1,0,5,0
13407,4,2,4,6,2,4,3,1,2,1,4,0
13408,0,6,2,4,6,4,3,3,2,2,2,0
13409,2,0,5,4,6,4,3,3,3,4,0,1
13410,4,2,0,1,5,6,3,3,6,2,2,0
13411,1,6,5,0,5,4,6,2,3,6,1,1
13412,3,1,5,3,5,6,3,2,5,2,5,1
13413,0,1,6,3,5,6,3,6,0,2,1,1
13414,3,4,0,2,5,4,2,2,1,1,1,1
13415,3,1,0,4,1,4,2,3,1,6,1,1
13416,1,0,6,4,4,4,2,3,1,2,5,1
13417,3,4,2,2,6,5,2,2,3,1,1,1
13418,4,2,2,4,6,4,1,1,1,1,1,0
13419,2,1,2,0,5,2,6,6,5,6,0,1
13420,4,0,3,6,2,2,6,0,4,1,4,0
13421,4,0,3,5,4,6,6,3,4,0,2,0
13422,1,4,2,4,4,5,4,2,0,2,2,1
13423,1,5,4,1,4,4,6,0,4,2,1,0
13424,2,1,5,0,6,6,4,1,1,4,2,1
13425,1,6,4,6,2,2,2,3,4,2,4,0
13426,1,6,2,1,2,2,1,3,1,0,4,0
13427,4,6,3,4,5,2,1,3,6,0,1,0
13428,1,6,6,4,1,2,3,1,5,6,2,1
13429,4,6,0,4,4,4,3,1,2,1,2,0
13430,4,2,4,5,5,3,3,5,6,0,1,0
13431,1,5,0,4,5,2,1,0,4,5,1,0
13432,0,1,2,3,6,4,6,3,1,4,5,1
13433,0,0,0,6,5,6,2,1,4,2,5,0
13434,6,0,4,5,4,6,1,3,4,2,2,0
13435,1,5,4,1,2,4,1,0,6,5,5,0
13436,2,1,5,3,1,6,2,1,3,1,0,1
13437,1,6,0,0,6,4,4,3,0,4,1,1
13438,1,6,3,5,6,3,1,3,2,2,4,0
13439,3,4,0,2,6,2,2,1,3,2,5,1
13440,1,2,4,4,5,4,3,1,2,1,1,0
13441,6,0,4,4,5,2,3,3,6,2,4,0
13442,1,5,0,4,2,2,2,3,4,5,4,0
13443,1,6,0,3,1,6,6,3,1,1,2,1
13444,0,6,4,1,4,6,2,3,1,5,1,0
13445,0,6,4,1,4,4,6,5,2,2,4,0
13446,6,0,4,1,2,4,2,1,2,5,1,0
13447,3,0,2,4,1,2,6,3,1,4,5,1
13448,6,0,0,5,6,3,2,5,2,1,1,0
13449,0,0,0,4,4,4,4,1,3,4,1,1
13450,0,4,5,2,4,2,4,2,1,6,5,1
13451,2,6,6,4,4,6,2,1,0,6,0,1
13452,4,6,3,5,4,4,6,5,1,2,2,0
13453,0,0,6,2,5,2,2,2,1,1,1,1
13454,1,2,2,4,5,6,2,5,2,0,2,0
13455,4,2,4,1,4,3,1,5,1,1,1,0
13456,1,4,5,0,1,5,6,3,3,4,5,1
13457,1,6,2,5,2,6,3,1,4,0,2,0
13458,0,1,2,3,6,4,2,1,1,1,0,1
13459,2,4,5,4,5,4,3,2,5,2,2,1
13460,1,6,4,4,6,6,3,3,6,2,1,0
13461,0,2,0,1,6,2,3,0,4,2,2,0
13462,3,4,6,3,4,5,6,2,5,4,0,1
13463,0,6,0,4,4,6,2,6,0,6,0,1
13464,4,0,4,1,5,3,3,5,4,0,4,0
13465,3,4,6,4,1,2,4,2,0,1,2,1
13466,1,0,6,0,4,6,3,2,0,4,2,1
13467,2,4,2,4,6,5,6,3,1,4,0,1
13468,0,6,0,4,5,2,4,3,1,2,2,1
13469,0,5,2,6,4,4,2,0,4,0,1,0
13470,1,0,6,4,1,2,2,6,1,1,5,1
13471,3,1,6,3,6,2,6,6,5,2,1,1
13472,2,0,0,0,4,4,6,3,1,6,2,1
13473,2,4,0,0,1,5,2,2,3,4,0,1
13474,0,0,2,2,6,5,4,2,1,4,5,1
13475,3,6,2,2,4,5,2,2,5,6,1,1
13476,2,6,5,0,5,6,3,6,5,1,5,1
13477,1,0,2,4,5,5,4,6,5,4,1,1
13478,4,2,0,5,2,4,2,5,4,1,4,0
13479,2,1,2,2,4,5,4,3,1,2,1,1
13480,1,5,4,1,5,2,6,1,2,1,4,0
13481,6,5,4,4,6,4,2,3,1,0,4,0
13482,1,4,5,3,6,4,3,6,3,6,2,1
13483,3,4,0,4,5,4,3,3,1,6,0,1
13484,3,6,5,3,6,6,3,6,1,4,1,1
13485,1,2,2,5,5,6,6,3,2,1,5,0
13486,0,6,2,4,4,6,1,3,4,1,2,0
13487,2,4,2,2,5,2,4,6,0,2,1,1
13488,1,5,2,5,4,2,3,1,4,2,2,0
13489,6,2,0,6,6,4,2,1,6,2,5,0
13490,1,2,2,1,2,2,3,0,4,1,1,0
13491,3,0,2,3,1,2,2,1,0,1,2,1
13492,4,5,3,6,5,2,2,5,2,2,1,0
13493,0,0,4,6,4,6,6,1,6,0,4,0
13494,1,0,2,0,6,2,2,2,5,1,5,1
13495,1,0,6,4,4,4,4,1,0,2,5,1
13496,0,1,6,2,6,2,2,1,3,6,0,1
13497,4,6,0,4,2,6,6,5,4,2,2,0
13498,4,2,2,6,4,4,3,1,6,2,2,0
13499,0,2,2,5,5,4,1,1,2,5,4,0
13500,1,4,0,2,4,5,6,6,1,4,5,1
13501,0,2,0,1,4,2,3,3,4,5,4,0
13502,3,0,5,4,1,2,2,2,1,6,1,1
13503,0,1,2,3,5,4,2,1,0,2,5,1
13504,3,1,0,2,6,4,4,1,1,6,1,1
13505,0,5,2,5,4,6,2,5,6,2,2,0
13506,3,6,6,4,6,6,6,2,5,1,0,1
13507,1,6,2,4,5,4,3,1,6,1,2,0
13508,1,1,0,3,4,5,2,1,3,1,2,1
13509,4,0,3,6,6,6,2,0,1,5,2,0
13510,0,6,6,4,4,2,6,6,5,6,5,1
13511,0,5,0,4,2,6,1,3,2,1,2,0
13512,1,6,6,0,4,6,2,3,5,2,2,1
13513,3,0,2,4,4,5,4,6,0,1,5,1
13514,4,6,3,6,6,3,3,5,1,0,2,0
13515,2,6,6,2,1,2,2,6,1,2,1,1
13516,4,6,4,1,4,6,2,3,6,1,5,0
13517,0,5,3,5,5,4,2,3,2,0,4,0
13518,6,6,2,4,5,6,6,1,4,5,1,0
13519,1,0,0,0,4,2,6,2,3,2,1,1
13520,3,0,0,0,5,6,4,1,0,2,0,1
13521,2,4,2,4,6,5,4,2,0,6,0,1
13522,0,0,0,4,6,3,1,0,1,5,2,0
13523,6,6,2,5,4,2,2,3,2,1,1,0
13524,0,2,3,4,6,4,1,3,4,1,4,0
13525,3,6,5,4,1,4,3,3,5,6,0,1
13526,1,2,0,5,6,2,3,1,6,5,2,0
13527,6,6,4,6,2,4,2,1,6,5,5,0
13528,2,6,6,3,6,6,2,2,1,2,0,1
13529,6,2,4,5,2,4,3,3,2,2,5,0
13530,0,1,2,0,6,4,3,3,5,2,2,1
13531,6,0,4,1,2,4,6,3,6,2,2,0
13532,2,4,0,3,1,4,6,6,5,6,1,1
13533,4,0,2,4,2,3,1,3,6,2,4,0
13534,1,6,5,3,5,4,6,6,5,6,5,1
13535,3,4,6,3,4,5,6,1,5,1,2,1
13536,2,0,2,2,4,6,2,3,5,1,5,1
13537,1,6,4,1,4,4,1,1,1,5,1,0
13538,0,1,0,4,4,5,4,6,5,2,0,1
13539,3,1,6,2,6,4,2,3,3,2,2,1
13540,2,1,5,0,6,5,4,2,0,1,2,1
13541,0,0,6,2,1,5,6,3,1,6,0,1
13542,4,0,3,4,5,2,6,0,2,2,1,0
13543,1,6,2,6,5,2,6,1,4,5,4,0
13544,6,0,2,5,2,4,2,5,6,1,5,0
13545,1,1,5,4,6,4,6,2,5,4,2,1
13546,2,4,0,4,4,5,3,1,1,2,2,1
13547,1,0,2,3,4,2,6,6,3,1,1,1
13548,0,4,0,2,6,5,6,1,0,6,5,1
13549,1,1,2,0,1,2,4,3,5,4,5,1
13550,4,5,2,6,4,2,3,1,2,0,1,0
13551,1,0,4,5,2,3,6,0,4,5,4,0
13552,1,6,2,2,4,6,4,2,1,6,0,1
13553,1,0,0,2,1,4,4,3,3,1,1,1
13554,1,6,3,5,5,2,6,3,1,0,2,0
13555,0,0,0,6,4,3,2,5,4,0,4,0
13556,2,4,6,0,1,2,6,2,3,1,0,1
13557,3,0,6,0,4,2,6,6,1,1,0,1
13558,3,1,5,2,4,5,4,1,3,2,5,1
13559,2,0,0,2,5,5,4,6,0,6,1,1
13560,1,2,4,5,2,3,1,5,1,1,2,0
13561,0,5,3,1,6,4,3,3,2,1,5,0
13562,1,0,2,1,4,6,3,3,4,1,2,0
13563,4,6,0,4,4,2,2,3,2,5,1,0
13564,1,0,0,4,4,2,6,1,1,5,4,0
13565,6,2,0,4,4,4,1,5,1,2,1,0
13566,3,6,6,2,4,5,3,6,1,6,5,1
13567,4,2,3,1,5,3,2,5,6,1,5,0
13568,0,0,5,0,1,2,4,3,1,4,0,1
13569,1,6,2,3,4,5,4,2,1,1,5,1
13570,4,5,2,1,5,2,3,5,2,1,5,0
13571,6,5,3,1,5,4,1,0,2,1,1,0
13572,6,2,3,4,5,3,2,0,6,0,2,0
13573,1,1,0,2,4,6,4,3,3,4,2,1
13574,0,0,4,6,2,2,3,0,6,0,1,0
13575,1,2,0,4,6,4,2,0,6,1,5,0
13576,6,5,4,5,2,6,3,3,6,0,2,0
13577,4,5,2,5,6,3,6,0,4,2,4,0
13578,6,0,3,1,6,3,2,5,4,2,5,0
13579,0,0,5,2,5,4,6,3,0,4,0,1
13580,2,6,0,2,1,2,6,3,0,6,2,1
13581,0,0,6,2,5,5,4,3,0,4,1,1
13582,3,6,6,3,1,6,4,6,5,2,0,1
13583,0,2,0,6,5,6,3,1,6,5,5,0
13584,6,6,0,1,5,3,6,5,4,2,5,0
13585,2,4,0,3,4,2,4,1,1,1,1,1
13586,3,0,0,2,6,5,4,6,5,1,1,1
13587,1,0,0,6,5,3,6,3,4,5,2,0
13588,0,0,4,6,6,3,3,5,1,2,1,0
13589,0,5,4,4,2,3,1,3,6,1,1,0
13590,0,6,0,3,4,5,3,2,3,6,1,1
13591,3,0,5,2,1,2,4,6,1,4,2,1
13592,2,6,2,3,1,6,6,3,1,2,5,1
13593,0,6,2,3,5,4,4,1,0,6,2,1
13594,3,1,0,4,5,4,6,3,5,2,1,1
13595,2,0,2,3,4,4,2,6,3,2,2,1
13596,2,6,2,3,4,6,4,1,5,4,5,1
13597,0,6,5,4,6,4,4,3,1,4,5,1
13598,1,4,2,0,4,2,4,6,0,1,0,1
13599,1,6,2,1,4,4,2,1,6,0,4,0
13600,1,4,0,4,6,2,4,3,3,2,1,1
13601,2,4,5,0,1,2,2,3,5,6,1,1
13602,1,2,0,5,2,3,3,0,6,0,2,0
13603,3,4,5,3,5,6,4,3,0,6,5,1
13604,0,0,4,6,4,4,2,5,6,1,4,0
13605,0,0,5,2,6,5,3,2,3,6,0,1
13606,1,0,5,2,5,6,3,6,0,2,1,1
13607,2,4,5,4,4,5,2,2,0,2,1,1
13608,0,2,2,1,6,4,1,5,1,2,2,0
13609,2,4,0,0,6,6,6,6,5,4,1,1
13610,0,4,5,2,1,6,6,1,5,4,1,1
13611,0,1,5,3,6,2,6,3,5,4,5,1
13612,1,5,4,1,5,4,2,1,1,5,4,0
13613,3,6,2,4,6,6,2,2,0,6,2,1
13614,4,0,4,4,2,2,3,1,6,2,1,0
13615,0,4,5,4,5,2,2,6,3,1,5,1
13616,1,1,6,4,1,2,4,3,1,4,0,1
13617,2,4,2,4,5,6,3,1,1,1,1,1
13618,6,0,0,1,6,3,6,3,1,2,1,0
13619,3,6,2,4,5,5,2,1,1,4,5,1
13620,0,4,0,4,6,4,6,3,5,1,2,1
13621,0,4,5,4,6,5,4,1,3,4,2,1
13622,1,2,2,4,5,3,6,5,1,5,1,0
13623,4,6,2,4,5,2,6,5,2,1,2,0
13624,4,6,2,6,5,3,2,0,6,5,5,0
13625,3,1,0,0,5,6,6,1,0,4,2,1
13626,0,0,0,4,4,2,6,2,0,6,0,1
13627,0,2,0,6,4,3,3,3,6,5,2,0
13628,4,0,0,6,4,3,1,0,6,0,1,0
13629,0,2,2,5,6,6,1,0,2,1,2,0
13630,1,0,6,2,5,6,4,1,5,1,2,1
13631,6,5,3,6,4,2,2,5,6,0,2,0
13632,4,0,0,1,5,2,6,5,6,2,1,0
13633,4,5,3,6,5,6,1,0,4,0,1,0
13634,0,0,2,6,4,3,2,3,2,2,2,0
13635,0,6,0,4,4,5,6,2,5,1,2,1
13636,2,0,5,0,1,4,2,1,3,2,5,1
13637,0,6,2,0,5,2,2,1,5,6,1,1
13638,2,1,2,2,1,5,3,3,3,1,2,1
13639,4,2,3,6,6,6,1,0,2,2,5,0
13640,1,5,2,5,5,3,6,0,4,0,1,0
13641,6,6,2,5,2,3,2,0,1,1,5,0
13642,4,2,2,6,6,3,6,1,4,1,1,0
13643,4,5,0,1,4,3,1,3,6,1,1,0
13644,0,6,3,4,2,6,2,3,2,2,4,0
13645,1,2,4,5,2,6,6,5,4,5,1,0
13646,1,0,3,6,6,6,6,0,4,1,1,0
13647,1,0,4,6,6,6,2,0,2,1,5,0
13648,2,4,6,0,5,6,6,6,5,6,1,1
13649,3,1,0,3,5,2,3,2,0,6,1,1
13650,3,1,6,2,1,5,2,3,1,4,0,1
13651,0,4,5,3,1,5,4,2,5,4,1,1
13652,1,4,2,4,1,5,3,6,0,6,2,1
13653,4,2,0,6,2,3,2,3,4,5,1,0
13654,4,0,2,6,6,4,6,1,4,0,4,0
13655,0,6,5,0,5,6,3,3,1,2,0,1
13656,0,0,6,3,5,6,3,1,1,6,5,1
13657,1,0,2,2,4,5,6,1,5,4,1,1
13658,2,6,5,2,1,5,3,3,3,4,0,1
13659,1,1,5,2,4,2,2,1,0,2,1,1
13660,1,5,2,6,4,3,1,0,4,0,2,0
13661,4,6,4,5,6,4,2,0,2,2,4,0
13662,4,2,0,6,5,4,1,3,4,2,5,0
13663,1,6,6,4,1,4,6,6,5,2,2,1
13664,1,6,3,6,2,6,2,3,4,5,4,0
13665,2,4,5,4,5,2,3,1,1,2,0,1
13666,1,5,4,5,4,4,1,0,4,0,1,0
13667,3,4,6,2,6,2,3,2,0,2,0,1
13668,0,4,0,4,6,5,6,2,0,6,1,1
13669,0,1,5,2,1,2,6,3,1,2,5,1
13670,1,0,2,5,4,4,2,1,1,1,2,0
13671,3,6,0,2,4,4,4,6,1,1,5,1
13672,4,5,3,1,4,4,3,5,6,0,5,0
13673,4,2,0,1,5,3,2,3,2,5,5,0
13674,1,1,2,3,5,6,3,1,0,4,5,1
13675,2,1,2,0,5,5,3,2,5,6,2,1
13676,0,4,2,0,4,2,3,2,1,1,1,1
13677,1,6,2,5,5,3,6,1,2,5,1,0
13678,1,0,0,3,4,4,3,2,5,4,5,1
13679,4,2,0,1,4,6,6,3,1,1,5,0
13680,4,5,3,5,4,4,6,1,6,2,1,0
13681,2,4,5,3,6,5,3,2,5,2,0,1
13682,4,5,0,4,4,4,3,3,6,0,4,0
13683,1,6,3,1,2,4,6,0,1,1,5,0
13684,3,1,0,2,6,5,6,2,3,4,1,1
13685,0,6,5,2,1,6,6,6,1,1,0,1
13686,3,6,6,3,4,4,2,2,0,2,2,1
13687,0,2,0,5,2,2,6,5,1,0,1,0
13688,6,6,3,1,4,6,3,5,2,5,1,0
13689,0,5,0,5,4,4,1,0,2,5,5,0
13690,6,5,4,6,4,3,6,5,1,1,1,0
13691,1,2,2,1,4,6,6,5,6,5,1,0
13692,1,5,3,1,5,3,1,1,2,0,5,0
13693,1,2,2,4,6,6,3,5,1,1,2,0
13694,4,5,2,6,5,2,3,1,4,0,5,0
13695,3,6,5,2,5,4,2,1,3,6,5,1
13696,0,0,3,1,5,2,3,3,2,0,2,0
13697,3,6,0,0,1,5,2,1,5,4,1,1
13698,6,2,3,1,4,6,3,5,4,5,5,0
13699,6,2,4,1,6,6,2,0,4,0,2,0
13700,1,6,2,3,5,5,3,1,1,1,2,1
13701,0,6,3,4,6,6,3,3,2,0,5,0
13702,2,1,5,4,4,4,6,3,5,2,5,1
13703,4,2,2,4,4,6,6,3,6,5,1,0
13704,0,5,2,5,6,2,1,3,4,2,4,0
13705,3,4,2,0,6,5,6,6,5,2,1,1
13706,6,5,0,6,2,6,3,3,2,1,5,0
13707,4,0,3,4,2,2,2,0,1,0,5,0
13708,3,6,0,0,4,2,4,3,0,2,1,1
13709,1,5,4,5,2,2,2,0,4,2,4,0
13710,6,5,3,5,6,6,1,3,2,1,5,0
13711,2,4,6,4,5,4,4,3,0,2,5,1
13712,1,2,0,1,4,6,1,5,6,2,2,0
13713,2,1,2,0,5,5,2,1,3,1,0,1
13714,3,1,5,4,5,5,4,1,1,1,2,1
13715,2,6,6,0,1,6,6,3,3,6,0,1
13716,2,0,2,2,6,2,2,1,3,2,0,1
13717,0,0,2,5,2,2,2,3,2,5,5,0
13718,4,0,4,5,5,2,2,1,1,2,2,0
13719,3,1,5,3,6,4,3,2,3,6,5,1
13720,2,1,6,0,6,5,2,3,5,6,5,1
13721,0,4,6,4,4,6,4,3,3,6,1,1
13722,1,5,4,6,6,6,6,1,2,5,4,0
13723,6,6,0,6,5,4,1,5,6,5,5,0
13724,4,0,2,5,4,2,1,5,4,2,5,0
13725,1,4,5,0,4,2,4,2,3,6,5,1
13726,6,5,0,5,5,6,2,0,2,1,2,0
13727,4,5,3,5,2,2,3,3,4,5,4,0
13728,3,0,0,3,5,4,6,3,5,1,0,1
13729,3,4,0,3,1,4,6,2,1,2,2,1
13730,4,2,0,6,4,3,6,5,1,2,2,0
13731,0,4,0,0,1,2,3,2,5,4,2,1
13732,2,4,0,2,6,2,6,2,1,4,2,1
13733,3,1,0,4,1,6,3,3,5,2,2,1
13734,2,4,2,2,1,4,6,2,5,2,5,1
13735,0,2,3,5,6,4,6,5,2,2,4,0
13736,2,6,2,0,5,2,3,3,3,1,0,1
13737,0,0,4,5,2,6,3,1,4,0,4,0
13738,0,6,0,0,4,4,3,2,1,1,2,1
13739,1,0,6,0,1,6,2,2,5,6,0,1
13740,1,0,5,0,5,6,4,2,5,4,5,1
13741,0,0,0,1,6,4,1,5,4,5,4,0
13742,6,6,2,1,4,6,3,0,1,0,4,0
13743,3,1,2,0,5,4,2,1,3,2,1,1
13744,1,0,6,4,4,6,3,6,0,2,1,1
